Borough,Census Tract,Population
Manhattan,3002,3281
Manhattan,3100,1726
Manhattan,3200,8016
Manhattan,3300,3696
Manhattan,3400,6561
Manhattan,3601,3280
Manhattan,3602,2372
Manhattan,3700,2256
Manhattan,3800,9162
Manhattan,3900,4292
Manhattan,4000,8690
Manhattan,4100,8957
Manhattan,4200,3664
Manhattan,4300,4884
Manhattan,4400,15112
Manhattan,4500,1066
Manhattan,4700,2463
Manhattan,4800,6402
Manhattan,4900,5010
Manhattan,5000,5695
Manhattan,5200,3741
Manhattan,5400,3955
Manhattan,5501,4907
Manhattan,5502,2187
Manhattan,5600,2577
Manhattan,5700,2535
Manhattan,5800,659
Manhattan,5900,5581
Manhattan,6000,3989
Manhattan,6100,5101
Manhattan,6200,5077
Manhattan,6300,6265
Manhattan,6400,7334
Manhattan,6500,6690
Manhattan,6600,11841
Manhattan,6700,5645
Manhattan,6800,6753
Manhattan,6900,2341
Manhattan,7000,7763
Manhattan,7100,5620
Manhattan,7200,8111
Manhattan,7300,6699
Manhattan,7400,3712
Manhattan,7500,4168
Manhattan,7600,2493
Manhattan,7700,6146
Manhattan,7800,7471
Manhattan,7900,4598
Manhattan,8000,5392
Manhattan,8100,7359
Manhattan,8200,2764
Manhattan,8300,3477
Manhattan,8400,1041
Manhattan,8601,2656
Manhattan,8602,0
Manhattan,8603,4613
Manhattan,8700,4626
Manhattan,8800,7345
Manhattan,8900,5320
Manhattan,9000,7599
Manhattan,9100,4553
Manhattan,9200,1334
Manhattan,9300,8714
Manhattan,9400,51
Manhattan,9500,2694
Manhattan,9600,210
Manhattan,9700,4852
Manhattan,9800,7066
Manhattan,9900,1155
Manhattan,10000,1822
Manhattan,10100,239
Manhattan,10200,269
Manhattan,10300,1463
Manhattan,10400,1097
Manhattan,10601,7968
Manhattan,10602,3949
Manhattan,10800,8079
Manhattan,10900,208
Manhattan,11000,6732
Manhattan,11100,3048
Manhattan,11201,1041
Manhattan,11202,380
Manhattan,11203,1255
Manhattan,11300,322
Manhattan,11401,1484
Manhattan,11402,2367
Manhattan,11500,1467
Manhattan,11600,3860
Manhattan,11700,340
Manhattan,11800,8605
Manhattan,11900,1405
Manhattan,12000,3965
Manhattan,12100,8288
Manhattan,12200,3914
Manhattan,12400,10714
Manhattan,12500,1762
Manhattan,12600,12895
Manhattan,12700,7278
Manhattan,12800,6639
Manhattan,12900,4457
Manhattan,13000,4622
Manhattan,13100,2086
Manhattan,13200,9690
Manhattan,13300,5805
Manhattan,13400,10666
Manhattan,13500,3505
Manhattan,13600,15354
Manhattan,13700,6797
Manhattan,13800,12612
Manhattan,13900,9795
Manhattan,14000,7754
Manhattan,14200,4980
Manhattan,14300,18
Manhattan,14401,4887
Manhattan,14402,6359
Manhattan,14500,4411
Manhattan,14601,3846
Manhattan,14602,8257
Manhattan,14700,2231
Manhattan,14801,2903
Manhattan,14802,6947
Manhattan,14900,5956
Manhattan,15001,2247
Manhattan,15002,5866
Manhattan,15100,7091
Manhattan,15200,6909
Manhattan,15300,9040
Manhattan,15400,13058
Manhattan,15500,6256
Manhattan,15601,5486
Manhattan,15602,1598
Manhattan,15700,10961
Manhattan,15801,5804
Manhattan,15802,3190
Manhattan,15900,9293
Manhattan,16001,4172
Manhattan,16002,3164
Manhattan,16100,6710
Manhattan,16200,10067
Manhattan,16300,6844
Manhattan,16400,5986
Manhattan,16500,6618
Manhattan,16600,7327
Manhattan,16700,6943
Manhattan,16800,4158
Manhattan,16900,8641
Manhattan,17000,8157
Manhattan,17100,9624
Manhattan,17200,5258
Manhattan,17300,8991
Manhattan,17401,5821
Manhattan,17402,2173
Manhattan,17500,10725
Manhattan,17700,9618
Manhattan,17800,4096
Manhattan,17900,9497
Manhattan,18000,7851
Manhattan,18100,9082
Manhattan,18200,6859
Manhattan,18300,9112
Manhattan,18400,6006
Manhattan,18500,3783
Manhattan,18600,5736
Manhattan,18700,9806
Manhattan,18800,6471
Manhattan,18900,11883
Manhattan,19000,1818
Manhattan,19100,9077
Manhattan,19200,3818
Manhattan,19300,9416
Manhattan,19400,6845
Manhattan,19500,8067
Manhattan,19600,3751
Manhattan,19701,23
Manhattan,19702,2088
Manhattan,19800,1517
Manhattan,19900,9077
Manhattan,20000,2413
Manhattan,20101,2215
Manhattan,20102,3594
Manhattan,20300,3583
Manhattan,20500,5113
Manhattan,20600,2310
Manhattan,20701,2548
Manhattan,20800,4071
Manhattan,20901,3448
Manhattan,21000,6623
Manhattan,21100,10718
Manhattan,21200,4166
Manhattan,21303,5941
Manhattan,21400,3161
Manhattan,21500,2925
Manhattan,21600,7986
Manhattan,21703,1
Manhattan,21800,5018
Manhattan,21900,6423
Manhattan,22000,5068
Manhattan,22102,2050
Manhattan,22200,2412
Manhattan,22301,8410
Manhattan,22302,3997
Manhattan,22400,6211
Manhattan,22500,11108
Manhattan,22600,3601
Manhattan,22700,5195
Manhattan,22800,4636
Manhattan,22900,8843
Manhattan,23000,7965
Manhattan,23100,5961
Manhattan,23200,8344
Manhattan,23300,6054
Manhattan,23400,3530
Manhattan,23501,6134
Manhattan,23502,2040
Manhattan,23600,5688
Manhattan,23700,7260
Manhattan,23801,1010
Manhattan,23802,8510
Manhattan,23900,2686
Manhattan,24000,1386
Manhattan,24100,8295
Manhattan,24200,3311
Manhattan,24301,4296
Manhattan,24302,7386
Manhattan,24500,15838
Manhattan,24700,7762
Manhattan,24900,1150
Manhattan,25100,2995
Manhattan,25300,12753
Manhattan,25500,6885
Manhattan,25700,2942
Manhattan,25900,1932
Manhattan,26100,13080
Manhattan,26300,9811
Manhattan,26500,8120
Manhattan,26700,1923
Manhattan,26900,9931
Manhattan,27100,8897
Manhattan,27300,6265
Manhattan,27500,2718
Manhattan,27700,8112
Manhattan,27900,11764
Manhattan,28100,2548
Manhattan,28300,8370
Manhattan,28500,8391
Manhattan,28700,4538
Manhattan,29100,12413
Manhattan,29300,9522
Manhattan,29500,7588
Manhattan,29700,0
Manhattan,29900,3979
Manhattan,30300,4178
Manhattan,30700,3587
Manhattan,30900,7820
Manhattan,31100,19
Manhattan,31703,1574
Manhattan,31704,6377
Manhattan,31900,237
Queens,100,1370
Queens,200,2941
Queens,400,4747
Queens,600,3717
Queens,700,4030
Queens,800,3186
Queens,1000,3170
Queens,1200,3797
Queens,1400,3268
Queens,1600,2688
Queens,1800,2795
Queens,1900,794
Queens,2000,1332
Queens,2200,2409
Queens,2400,2163
Queens,2500,6597
Queens,2600,2132
Queens,2800,3083
Queens,3000,1364
Queens,3100,1736
Queens,3200,1547
Queens,3300,2283
Queens,3400,2332
Queens,3600,3099
Queens,3700,1414
Queens,3800,2213
Queens,3900,1516
Queens,4001,1786
Queens,4002,1254
Queens,4200,3740
Queens,4300,2571
Queens,4401,3244
Queens,4500,3165
Queens,4700,4436
Queens,5000,0
Queens,5100,2526
Queens,5200,2415
Queens,5300,5966
Queens,5400,5247
Queens,5500,1216
Queens,5700,4904
Queens,5800,5569
Queens,5900,4779
Queens,6100,6749
Queens,6201,5451
Queens,6202,6094
Queens,6300,7029
Queens,6501,4275
Queens,6502,4515
Queens,6900,4537
Queens,7100,4572
Queens,7300,4881
Queens,7500,4518
Queens,7700,1330
Queens,7900,3489
Queens,8100,978
Queens,8300,3114
Queens,8500,1245
Queens,8600,2703
Queens,8700,4545
Queens,8800,3035
Queens,9100,2731
Queens,9400,3105
Queens,9500,2742
Queens,9600,3378
Queens,9700,3593
Queens,9800,2944
Queens,9900,0
Queens,10000,3475
Queens,10100,3002
Queens,10200,2738
Queens,10300,4847
Queens,10400,3481
Queens,10500,4705
Queens,10600,3482
Queens,10701,0
Queens,10800,3035
Queens,11000,3101
Queens,11100,3132
Queens,11200,2246
Queens,11300,5256
Queens,11400,1120
Queens,11500,2756
Queens,11600,2066
Queens,11700,4366
Queens,11800,2425
Queens,11900,1975
Queens,12000,2539
Queens,12100,2570
Queens,12200,3101
Queens,12301,3402
Queens,12400,2936
Queens,12500,1889
Queens,12601,2434
Queens,12602,2536
Queens,12800,2073
Queens,13000,1670
Queens,13200,1785
Queens,13400,5522
Queens,13500,1764
Queens,13600,2181
Queens,13700,1474
Queens,13800,3606
Queens,14000,4183
Queens,14100,1976
Queens,14201,4374
Queens,14202,2953
Queens,14300,4509
Queens,14400,1966
Queens,14500,2282
Queens,14700,3268
Queens,14800,2276
Queens,14900,3133
Queens,15000,2518
Queens,15100,3148
Queens,15200,2662
Queens,15300,2622
Queens,15400,2362
Queens,15500,2675
Queens,15600,3429
Queens,15700,1635
Queens,15801,3853
Queens,15802,4908
Queens,15900,4754
Queens,16100,2908
Queens,16300,4546
Queens,16400,3607
Queens,16600,3723
Queens,16800,2943
Queens,16900,5579
Queens,17000,2375
Queens,17100,21
Queens,17200,2230
Queens,17400,2396
Queens,17600,2011
Queens,17800,1911
Queens,17900,1135
Queens,18000,1099
Queens,18101,4636
Queens,18102,4279
Queens,18200,2238
Queens,18300,6766
Queens,18401,2370
Queens,18402,2186
Queens,18501,3627
Queens,18502,4102
Queens,18600,1742
Queens,18700,3142
Queens,18800,1266
Queens,18900,3594
Queens,19000,2226
Queens,19200,2000
Queens,19400,2750
Queens,19600,2695
Queens,19800,2782
Queens,19900,1334
Queens,20200,1409
Queens,20400,1936
Queens,20500,1241
Queens,20600,1758
Queens,20800,2551
Queens,21200,2701
Queens,21400,6227
Queens,21600,4701
Queens,21900,36
Queens,22001,6743
Queens,22002,5096
Queens,22900,35
Queens,23000,1742
Queens,23200,5011
Queens,23500,8426
Queens,23600,2816
Queens,23800,5273
Queens,24000,5748
Queens,24300,5240
Queens,24500,4675
Queens,24600,0
Queens,24700,1502
Queens,24900,5095
Queens,25100,5501
Queens,25301,5016
Queens,25302,2819
Queens,25400,7015
Queens,25500,1849
Queens,25700,1504
Queens,25800,1671
Queens,25900,3365
Queens,26000,1636
Queens,26100,7233
Queens,26200,1144
Queens,26300,6003
Queens,26400,2181
Queens,26500,4534
Queens,26600,1799
Queens,26700,6415
Queens,26901,5922
Queens,26902,4591
Queens,27000,1468
Queens,27100,8911
Queens,27200,2184
Queens,27300,9459
Queens,27400,1834
Queens,27500,7115
Queens,27600,1223
Queens,27700,9360
Queens,27800,2262
Queens,27900,6763
Queens,28000,1698
Queens,28100,6120
Queens,28200,1318
Queens,28300,8241
Queens,28400,3243
Queens,28500,4979
Queens,28700,6545
Queens,28800,4366
Queens,28900,5484
Queens,29100,7120
Queens,29300,1368
Queens,29400,6164
Queens,29500,3790
Queens,29700,1961
Queens,29900,12
Queens,30600,3909
Queens,30902,7949
Queens,30903,6614
Queens,30904,3939
Queens,31700,6131
Queens,32000,4585
Queens,32700,4285
Queens,32800,2155
Queens,32900,4067
Queens,33000,6083
Queens,33100,0
Queens,33401,2538
Queens,33402,13194
Queens,33700,3860
Queens,33900,3703
Queens,34700,3436
Queens,35100,4288
Queens,35200,2519
Queens,35300,2658
Queens,35700,4306
Queens,35800,3923
Queens,36100,2246
Queens,36300,2179
Queens,36500,3184
Queens,36600,2638
Queens,36700,2822
Queens,36800,2501
Queens,37100,1562
Queens,37300,2226
Queens,37500,4073
Queens,37600,5975
Queens,37700,3579
Queens,37900,4631
Queens,38100,5298
Queens,38301,1
Queens,38302,1598
Queens,38400,2608
Queens,39400,2857
Queens,39800,1762
Queens,39900,3589
Queens,40000,1416
Queens,40100,6758
Queens,40200,1453
Queens,40300,6412
Queens,40400,3959
Queens,40500,3303
Queens,40700,7904
Queens,40900,5198
Queens,41100,3623
Queens,41300,3536
Queens,41400,3637
Queens,41500,3604
Queens,42400,2464
Queens,42600,0
Queens,42700,3822
Queens,43200,1584
Queens,43400,1635
Queens,43701,3161
Queens,43702,6160
Queens,43900,3663
Queens,44000,3359
Queens,44301,3412
Queens,44302,4935
Queens,44400,2460
Queens,44601,2462
Queens,44602,4128
Queens,44800,2371
Queens,45000,1909
Queens,45200,1229
Queens,45400,4246
Queens,45500,12577
Queens,45600,1285
Queens,45700,3395
Queens,45800,1894
Queens,45900,3885
Queens,46000,5718
Queens,46100,2791
Queens,46200,6576
Queens,46300,4021
Queens,46400,1356
Queens,46500,4398
Queens,46600,2831
Queens,46700,7108
Queens,46800,4064
Queens,46900,9282
Queens,47000,3824
Queens,47100,4001
Queens,47200,4078
Queens,47300,3830
Queens,47500,4130
Queens,47600,1466
Queens,47800,5586
Queens,47900,5273
Queens,48000,2650
Queens,48100,6782
Queens,48200,1608
Queens,48300,3751
Queens,48400,5282
Queens,48500,4318
Queens,48900,1222
Queens,49200,5194
Queens,49301,1839
Queens,49302,2775
Queens,49500,1288
Queens,49600,3463
Queens,49700,2638
Queens,49900,4212
Queens,50000,4013
Queens,50201,1345
Queens,50202,1449
Queens,50400,1750
Queens,50500,1652
Queens,50600,1562
Queens,50700,3127
Queens,50800,2059
Queens,51000,1679
Queens,51100,2045
Queens,51200,2885
Queens,51300,2099
Queens,51500,2798
Queens,51600,2143
Queens,51700,1763
Queens,51800,2110
Queens,52000,1701
Queens,52100,1906
Queens,52200,1478
Queens,52400,1889
Queens,52500,1877
Queens,52600,1867
Queens,52800,1484
Queens,53000,2227
Queens,53100,3322
Queens,53200,1855
Queens,53401,2195
Queens,53500,1117
Queens,53601,1827
Queens,53800,1952
Queens,53900,3951
Queens,54000,4496
Queens,54200,5709
Queens,54500,3932
Queens,54700,4717
Queens,54800,2392
Queens,54900,5322
Queens,55100,4679
Queens,55200,3434
Queens,55300,2537
Queens,55400,2492
Queens,55500,2187
Queens,55600,2254
Queens,55700,3964
Queens,55800,1967
Queens,55900,1134
Queens,56000,1826
Queens,56100,7
Queens,56200,1484
Queens,56400,1839
Queens,56500,1120
Queens,56600,1588
Queens,56700,4495
Queens,56800,5356
Queens,57700,3483
Queens,57900,1566
Queens,58000,4145
Queens,58100,2608
Queens,58200,4597
Queens,58300,3366
Queens,58500,4135
Queens,58700,3336
Queens,58900,4384
Queens,59000,1241
Queens,59100,5777
Queens,59200,1263
Queens,59300,3865
Queens,59400,1780
Queens,59500,4550
Queens,59600,1614
Queens,59800,1830
Queens,59900,1446
Queens,60000,1260
Queens,60100,2003
Queens,60300,1560
Queens,60600,1521
Queens,60701,0
Queens,60800,1631
Queens,61000,1216
Queens,61200,1719
Queens,61301,5011
Queens,61302,0
Queens,61400,1436
Queens,61601,2189
Queens,61602,1545
Queens,61800,1603
Queens,61900,2649
Queens,62000,1567
Queens,62100,2709
Queens,62200,2238
Queens,62300,1669
Queens,62400,0
Queens,62500,2242
Queens,62600,3339
Queens,62700,2630
Queens,62900,2673
Queens,63000,1770
Queens,63200,2407
Queens,63301,1462
Queens,63302,1438
Queens,63500,2485
Queens,63700,3138
Queens,63800,3835
Queens,63900,2670
Queens,64101,1603
Queens,64102,31
Queens,64500,1883
Queens,64600,3134
Queens,65000,3027
Queens,65400,2699
Queens,65501,0
Queens,65600,4373
Queens,65702,1490
Queens,65703,2559
Queens,65900,1694
Queens,66000,3214
Queens,66100,1534
Queens,66300,2537
Queens,66400,9836
Queens,66501,3315
Queens,66701,2646
Queens,66900,1702
Queens,67100,2295
Queens,67700,1859
Queens,67900,4301
Queens,68000,4310
Queens,68200,1261
Queens,68300,4298
Queens,68700,4709
Queens,69000,3285
Queens,69300,2835
Queens,69400,2861
Queens,69500,2332
Queens,69701,3597
Queens,69702,4016
Queens,70300,2152
Queens,70700,2627
Queens,70900,2791
Queens,71100,5544
Queens,71303,4924
Queens,71304,6232
Queens,71305,4686
Queens,71306,5753
Queens,71600,0
Queens,71701,5578
Queens,71702,4185
Queens,71900,2828
Queens,72100,5243
Queens,72300,1761
Queens,72900,1418
Queens,73100,1747
Queens,73700,1848
Queens,73900,4994
Queens,74100,3079
Queens,74300,4365
Queens,74500,3911
Queens,74700,2621
Queens,74900,2112
Queens,75701,4660
Queens,75702,4335
Queens,76901,3894
Queens,76902,1790
Queens,77300,1213
Queens,77500,2482
Queens,77902,5389
Queens,77903,2886
Queens,77904,6303
Queens,77905,2177
Queens,77906,3599
Queens,77907,2998
Queens,77908,3137
Queens,78800,1746
Queens,79000,2478
Queens,79200,2365
Queens,79300,0
Queens,79701,7251
Queens,79702,4636
Queens,79900,3196
Queens,80301,3891
Queens,80302,3186
Queens,80900,6401
Queens,81400,3642
Queens,81800,3531
Queens,83700,5129
Queens,83800,4764
Queens,84000,6903
Queens,84500,4883
Queens,84601,2817
Queens,84602,1109
Queens,84900,7359
Queens,85300,5861
Queens,85500,7135
Queens,85700,6207
Queens,85900,4950
Queens,86100,2461
Queens,86300,7207
Queens,86400,2481
Queens,86500,4156
Queens,86900,1469
Queens,87100,1834
Queens,88400,7929
Queens,88901,9079
Queens,89200,8647
Queens,90700,1354
Queens,91601,4204
Queens,91602,22
Queens,91800,16
Queens,91900,5454
Queens,92200,2206
Queens,92500,3344
Queens,92800,3440
Queens,92900,5375
Queens,93401,3869
Queens,93402,4050
Queens,93800,4345
Queens,93900,3741
Queens,94201,1967
Queens,94202,3629
Queens,94203,5441
Queens,94500,4209
Queens,94700,2139
Queens,95400,4033
Queens,96400,3732
Queens,97202,3270
Queens,97203,5886
Queens,97204,2866
Queens,97300,2265
Queens,98100,1908
Queens,98700,2599
Queens,99100,6659
Queens,99200,2788
Queens,99701,2792
Queens,99703,4272
Queens,99704,7923
Queens,99705,1975
Queens,99801,8041
Queens,99802,4867
Queens,99900,0
Queens,100801,2222
Queens,100802,7613
Queens,101001,9479
Queens,101002,3751
Queens,101700,5769
Queens,102900,3406
Queens,103201,5701
Queens,103202,6670
Queens,103300,4149
Queens,103900,6161
Queens,104700,7207
Queens,105900,3742
Queens,107201,2630
Queens,107202,0
Queens,108500,2775
Queens,109300,3041
Queens,109700,2048
Queens,109900,3335
Queens,111300,2514
Queens,112300,2111
Queens,112900,2293
Queens,113300,1696
Queens,113900,3328
Queens,114100,2463
Queens,114700,1800
Queens,115100,1210
Queens,115500,2135
Queens,115700,3465
Queens,115900,4284
Queens,116100,4542
Queens,116300,9375
Queens,116700,2075
Queens,117100,3070
Queens,117500,4976
Queens,118100,1811
Queens,118500,2048
Queens,118700,2491
Queens,118900,2395
Queens,119100,2944
Queens,119300,2350
Queens,119500,1381
Queens,119900,1506
Queens,120100,1712
Queens,120300,1616
Queens,120500,2837
Queens,120700,2775
Queens,121100,0
Queens,121500,3907
Queens,122300,3330
Queens,122701,9953
Queens,122702,6263
Queens,124100,3754
Queens,124700,3643
Queens,125700,3162
Queens,126500,1784
Queens,126700,3007
Queens,127700,3656
Queens,128300,0
Queens,129102,3269
Queens,129103,3712
Queens,129104,4501
Queens,130100,3998
Queens,133300,3864
Queens,133900,1277
Queens,134100,3280
Queens,134700,8952
Queens,136700,5721
Queens,137700,6138
Queens,138501,4532
Queens,138502,63
Queens,139900,1760
Queens,140300,2395
Queens,140901,1000
Queens,140902,2466
Queens,141700,4614
Queens,142900,3657
Queens,143500,2174
Queens,144100,2986
Queens,144700,2808
Queens,145101,1458
Queens,145102,2488
Queens,145900,2867
Queens,146300,3075
Queens,146700,2682
Queens,147100,3190
Queens,147900,3904
Queens,148300,3049
Queens,150701,2970
Queens,150702,3229
Queens,152901,6239
Queens,152902,4965
Queens,155101,2195
Queens,155102,7803
Queens,156700,1204
Queens,157101,7258
Queens,157102,1464
Queens,157901,4902
Queens,157902,3685
Queens,157903,3841
Queens,161700,4359
Queens,162100,6181
Queens,990100,0
Staten Island,300,2235
Staten Island,600,2534
Staten Island,700,4947
Staten Island,800,4822
Staten Island,900,2109
Staten Island,1100,3705
Staten Island,1700,1672
Staten Island,1800,1050
Staten Island,2001,2299
Staten Island,2002,3236
Staten Island,2100,3459
Staten Island,2700,1788
Staten Island,2900,5301
Staten Island,3300,3180
Staten Island,3600,2173
Staten Island,3900,2196
Staten Island,4000,11105
Staten Island,4700,3353
Staten Island,5000,3649
Staten Island,5900,2633
Staten Island,6400,3659
Staten Island,6700,2856
Staten Island,7000,7298
Staten Island,7400,3644
Staten Island,7500,3693
Staten Island,7700,1566
Staten Island,8100,4360
Staten Island,8900,0
Staten Island,9601,3843
Staten Island,9602,3340
Staten Island,9700,3818
Staten Island,10500,4415
Staten Island,11201,5590
Staten Island,11202,5605
Staten Island,11401,2946
Staten Island,11402,3254
Staten Island,12100,3187
Staten Island,12200,3759
Staten Island,12500,2803
Staten Island,12804,3903
Staten Island,12805,2670
Staten Island,12806,6262
Staten Island,13201,1569
Staten Island,13203,5491
Staten Island,13204,5138
Staten Island,13301,1705
Staten Island,13302,2764
Staten Island,13400,3721
Staten Island,13800,6627
Staten Island,14100,2142
Staten Island,14604,6600
Staten Island,14605,3927
Staten Island,14606,6558
Staten Island,14607,4655
Staten Island,14608,3620
Staten Island,14700,3421
Staten Island,15100,5030
Staten Island,15400,7
Staten Island,15601,6437
Staten Island,15602,3512
Staten Island,15603,4392
Staten Island,16901,2971
Staten Island,17005,3968
Staten Island,17007,3006
Staten Island,17008,8230
Staten Island,17009,4482
Staten Island,17010,9278
Staten Island,17011,4480
Staten Island,17012,4545
Staten Island,17300,2540
Staten Island,17600,4812
Staten Island,17700,6920
Staten Island,18100,3084
Staten Island,18701,1740
Staten Island,18702,7323
Staten Island,18901,5290
Staten Island,18902,4978
Staten Island,19700,1910
Staten Island,19800,5059
Staten Island,20100,3428
Staten Island,20700,5154
Staten Island,20801,8261
Staten Island,20803,5318
Staten Island,20804,5315
Staten Island,21300,4759
Staten Island,22300,2264
Staten Island,22600,6063
Staten Island,22800,46
Staten Island,23100,3281
Staten Island,23900,2995
Staten Island,24401,5001
Staten Island,24402,3400
Staten Island,24700,2353
Staten Island,24800,3868
Staten Island,25100,5776
Staten Island,27301,3652
Staten Island,27302,3932
Staten Island,27702,5883
Staten Island,27704,3939
Staten Island,27705,5725
Staten Island,27706,3118
Staten Island,27900,2093
Staten Island,29102,2329
Staten Island,29103,7570
Staten Island,29104,6939
Staten Island,30301,4882
Staten Island,30302,6125
Staten Island,31901,3262
Staten Island,31902,4131
Staten Island,32300,1017
Staten Island,990100,0
Bronx,100,11091
Bronx,200,4334
Bronx,400,5503
Bronx,1600,5643
Bronx,1900,1917
Bronx,2000,8731
Bronx,2300,4933
Bronx,2400,4
Bronx,2500,5491
Bronx,2701,3113
Bronx,2702,4475
Bronx,2800,5586
Bronx,3100,1597
Bronx,3300,3413
Bronx,3500,3761
Bronx,3700,245
Bronx,3800,1264
Bronx,3900,6475
Bronx,4001,1420
Bronx,4100,6127
Bronx,4200,7143
Bronx,4300,5056
Bronx,4400,4797
Bronx,4600,1555
Bronx,4800,3883
Bronx,5001,4767
Bronx,5002,5823
Bronx,5100,5810
Bronx,5200,2031
Bronx,5300,4669
Bronx,5400,5853
Bronx,5600,2711
Bronx,5902,2582
Bronx,6000,1129
Bronx,6100,3713
Bronx,6200,6585
Bronx,6300,5280
Bronx,6400,3967
Bronx,6500,5337
Bronx,6700,6984
Bronx,6800,2897
Bronx,6900,7564
Bronx,7000,4584
Bronx,7100,1907
Bronx,7200,5432
Bronx,7300,3893
Bronx,7400,3710
Bronx,7500,4869
Bronx,7600,5190
Bronx,7700,1927
Bronx,7800,6418
Bronx,7900,6733
Bronx,8300,6155
Bronx,8400,2374
Bronx,8500,5457
Bronx,8600,4176
Bronx,8700,5466
Bronx,8900,3177
Bronx,9000,3667
Bronx,9200,5017
Bronx,9300,6356
Bronx,9600,2594
Bronx,9800,5038
Bronx,11000,151
Bronx,11502,4340
Bronx,11700,1585
Bronx,11800,5089
Bronx,11900,5698
Bronx,12101,3090
Bronx,12102,1631
Bronx,12300,4152
Bronx,12500,3905
Bronx,12701,2253
Bronx,12901,4015
Bronx,13000,1032
Bronx,13100,5103
Bronx,13200,5890
Bronx,13300,6384
Bronx,13500,3583
Bronx,13800,3042
Bronx,14100,3437
Bronx,14300,1003
Bronx,14400,5880
Bronx,14500,5816
Bronx,14701,6461
Bronx,14702,5110
Bronx,14900,4591
Bronx,15100,5409
Bronx,15200,2341
Bronx,15300,4031
Bronx,15500,3005
Bronx,15700,3580
Bronx,15800,1206
Bronx,15900,2164
Bronx,16000,3767
Bronx,16100,4380
Bronx,16200,1769
Bronx,16300,0
Bronx,16400,1141
Bronx,16500,1077
Bronx,16600,2166
Bronx,16700,2047
Bronx,16900,1663
Bronx,17100,0
Bronx,17300,5987
Bronx,17500,6911
Bronx,17701,4294
Bronx,17702,4805
Bronx,17901,4677
Bronx,17902,3587
Bronx,18101,3300
Bronx,18102,5555
Bronx,18301,4525
Bronx,18302,3647
Bronx,18400,3855
Bronx,18500,7466
Bronx,18900,7752
Bronx,19300,5461
Bronx,19400,1903
Bronx,19500,7756
Bronx,19700,7501
Bronx,19900,8154
Bronx,20000,4878
Bronx,20100,4013
Bronx,20200,2155
Bronx,20400,2976
Bronx,20501,6996
Bronx,20502,1764
Bronx,20601,3050
Bronx,20900,4361
Bronx,21001,8521
Bronx,21002,6839
Bronx,21100,5565
Bronx,21200,5267
Bronx,21301,1201
Bronx,21302,5415
Bronx,21501,3506
Bronx,21502,6051
Bronx,21601,4206
Bronx,21602,5769
Bronx,21700,5334
Bronx,21800,6499
Bronx,21900,1367
Bronx,22000,1487
Bronx,22101,3849
Bronx,22102,5488
Bronx,22200,3425
Bronx,22300,5047
Bronx,22401,2708
Bronx,22403,3188
Bronx,22404,4509
Bronx,22500,7698
Bronx,22701,5196
Bronx,22702,1699
Bronx,22703,1556
Bronx,22800,6218
Bronx,22901,5370
Bronx,22902,3273
Bronx,23000,2950
Bronx,23100,1537
Bronx,23200,2661
Bronx,23301,4377
Bronx,23302,3415
Bronx,23501,3341
Bronx,23502,4386
Bronx,23600,1907
Bronx,23702,1241
Bronx,23703,5253
Bronx,23704,3758
Bronx,23800,2615
Bronx,23900,8348
Bronx,24000,3882
Bronx,24100,6182
Bronx,24300,5685
Bronx,24400,2120
Bronx,24501,4864
Bronx,24502,3640
Bronx,24600,2058
Bronx,24700,1764
Bronx,24800,3363
Bronx,24900,0
Bronx,25000,2383
Bronx,25100,6802
Bronx,25200,2530
Bronx,25300,6332
Bronx,25400,1959
Bronx,25500,6529
Bronx,25600,1663
Bronx,25700,1912
Bronx,26100,1932
Bronx,26300,6984
Bronx,26400,4935
Bronx,26500,6942
Bronx,26601,2911
Bronx,26602,5301
Bronx,26701,4037
Bronx,26702,7040
Bronx,26900,3777
Bronx,27300,7942
Bronx,27401,4785
Bronx,27402,3386
Bronx,27600,473
Bronx,27700,5065
Bronx,27900,6966
Bronx,28100,3794
Bronx,28300,3149
Bronx,28400,894
Bronx,28500,3307
Bronx,28600,1191
Bronx,28700,3178
Bronx,28800,3097
Bronx,28900,4502
Bronx,29301,1875
Bronx,29302,5052
Bronx,29500,4240
Bronx,29600,2549
Bronx,29700,3554
Bronx,30000,5838
Bronx,30100,1304
Bronx,30200,8887
Bronx,30701,5378
Bronx,30900,3891
Bronx,31000,4415
Bronx,31200,1524
Bronx,31400,1966
Bronx,31600,1863
Bronx,31800,1810
Bronx,31900,751
Bronx,32300,4904
Bronx,32400,2957
Bronx,32600,3154
Bronx,32800,3979
Bronx,33000,5696
Bronx,33201,4115
Bronx,33202,4167
Bronx,33400,1351
Bronx,33500,2178
Bronx,33600,6188
Bronx,33700,2357
Bronx,33800,3818
Bronx,34000,4618
Bronx,34200,1675
Bronx,34300,1649
Bronx,34400,1736
Bronx,34500,3566
Bronx,34800,6129
Bronx,35000,1925
Bronx,35100,3186
Bronx,35600,2027
Bronx,35800,7166
Bronx,35900,2061
Bronx,36000,2706
Bronx,36100,6019
Bronx,36300,7509
Bronx,36400,2557
Bronx,36501,3965
Bronx,36502,2423
Bronx,36700,2599
Bronx,36800,2011
Bronx,36901,2005
Bronx,36902,2119
Bronx,37000,2303
Bronx,37100,4241
Bronx,37200,2222
Bronx,37300,5318
Bronx,37400,3441
Bronx,37504,3677
